Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,Longitude,Latitude,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,EPSG:27700 GeoJSON Geometry,EPSG:4326 GeoJSON Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Location,Organisation URI
car club,1,at any time,N/A,N/A,N/A,N/A,Bedford Row,WC1R 4EH,CA-D,N/A,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530780,181864,-0.116406,51.520568,"MULTILINESTRING ((530779.98 181867.13,530778.12 181866.37,530780.08 181861.79,530781.8 181862.55))","LINESTRING (-0.116405 51.520592,-0.116432 51.520586,-0.116405 51.520544,-0.11638 51.52055)","{""type"":""MultiLineString"",""coordinates"":[[[530779.98,181867.13],[530778.12,181866.37],[530780.08,181861.79],[530781.8,181862.55]]]}","{""type"":""LineString"",""coordinates"":[[-0.116405,51.520592],[-0.116432,51.520586],[-0.116405,51.520544],[-0.11638,51.52055]]}",46042652,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.520568, -0.116406)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,4,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Cumberland Market,NW1 4EN,CA-G,CA-G,20,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528881,182784,-0.143429,51.529264,"MULTILINESTRING ((528880.26 182773.05,528882.16 182773.12,528881.23 182794.1,528879.33 182794.04))","LINESTRING (-0.14344 51.52917,-0.143412 51.52917,-0.143418 51.529359,-0.143445 51.529358)","{""type"":""MultiLineString"",""coordinates"":[[[528880.26,182773.05],[528882.16,182773.12],[528881.23,182794.1],[528879.33,182794.04]]]}","{""type"":""LineString"",""coordinates"":[[-0.14344,51.52917],[-0.143412,51.52917],[-0.143418,51.529359],[-0.143445,51.529358]]}",46132815,Defined By Custodian,04/08/2023 11:00:34 PM,"(51.529264, -0.143429)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,1,mon-fri 10:00-12:00,N/A,N/A,N/A,N/A,Raydon Street,N19 5TZ,CA-U,CA-U,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528818,186688,-0.142907,51.56437,"MULTILINESTRING ((528812.97 186684.54,528812.16 186686.18,528820.87 186690.91,528820.97 186690.97,528821.86 186689.36))","LINESTRING (-0.142978 51.564337,-0.142989 51.564352,-0.142862 51.564392,-0.14286 51.564393,-0.142848 51.564378)","{""type"":""MultiLineString"",""coordinates"":[[[528812.97,186684.54],[528812.16,186686.18],[528820.87,186690.91],[528820.97,186690.97],[528821.86,186689.36]]]}","{""type"":""LineString"",""coordinates"":[[-0.142978,51.564337],[-0.142989,51.564352],[-0.142862,51.564392],[-0.14286,51.564393],[-0.142848,51.564378]]}",46045039,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.56437, -0.142907)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,5,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Vicar's Road,NW5 4NL,CA-L,CA-L,29,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528136,185296,-0.153241,51.552014,"MULTILINESTRING ((528148.97 185304.18,528149.8 185302.58,528149.56 185302.46,528123.55 185288.8,528123.22 185288.63,528122.41 185290.17))","LINESTRING (-0.153055 51.552083,-0.153044 51.552068,-0.153047 51.552067,-0.153427 51.55195,-0.153432 51.551949,-0.153443 51.551963)","{""type"":""MultiLineString"",""coordinates"":[[[528148.97,185304.18],[528149.8,185302.58],[528149.56,185302.46],[528123.55,185288.8],[528123.22,185288.63],[528122.41,185290.17]]]}","{""type"":""LineString"",""coordinates"":[[-0.153055,51.552083],[-0.153044,51.552068],[-0.153047,51.552067],[-0.153427,51.55195],[-0.153432,51.551949],[-0.153443,51.551963]]}",46046111,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.552014, -0.153241)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,5,mon-fri 10:00-12:00,N/A,N/A,N/A,N/A,Chetwynd Road,NW5 1BZ,CA-U,CA-U,25,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528717,185936,-0.144638,51.55763,"MULTILINESTRING ((528727.62 185943.85,528726.86 185944.63,528705.96 185927.9,528706.81 185926.79))","LINESTRING (-0.14448 51.5577,-0.14449 51.557707,-0.144798 51.557562,-0.144786 51.557551)","{""type"":""MultiLineString"",""coordinates"":[[[528727.62,185943.85],[528726.86,185944.63],[528705.96,185927.9],[528706.81,185926.79]]]}","{""type"":""LineString"",""coordinates"":[[-0.14448,51.5577],[-0.14449,51.557707],[-0.144798,51.557562],[-0.144786,51.557551]]}",46044951,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.55763, -0.144638)",http://opendatacommunities.org/id/london-borough-council/camden
electric vehicle recharging,1,at any time,N/A,N/A,N/A,N/A,Newman's Row,WC2A 3PD,CA-C,N/A,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530847,181522,-0.115571,51.517479,"MULTILINESTRING ((530846.58 181525.15,530844.92 181524.45,530846.86 181519.81,530848.55 181520.42))","LINESTRING (-0.115572 51.517503,-0.115597 51.517497,-0.11557 51.517455,-0.115546 51.51746)","{""type"":""MultiLineString"",""coordinates"":[[[530846.58,181525.15],[530844.92,181524.45],[530846.86,181519.81],[530848.55,181520.42]]]}","{""type"":""LineString"",""coordinates"":[[-0.115572,51.517503],[-0.115597,51.517497],[-0.11557,51.517455],[-0.115546,51.51746]]}",46128641,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.517479, -0.115571)",http://opendatacommunities.org/id/london-borough-council/camden
paid-for,2,mon-sat 08:30-18:30,2 hours,£6.63 (non-diesel) / £8.06 (diesel),13276,C105,Barter Street,WC1A 2ED,CA-C,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530378,181553,-0.122306,51.517861,"MULTILINESTRING ((530383.37 181554.76,530382 181556.35,530378.4 181553.77,530373.5 181550.71,530374.86 181548.9))","LINESTRING (-0.122234 51.517876,-0.122253 51.517891,-0.122306 51.517869,-0.122377 51.517842,-0.122358 51.517826)","{""type"":""MultiLineString"",""coordinates"":[[[530383.37,181554.76],[530382,181556.35],[530378.4,181553.77],[530373.5,181550.71],[530374.86,181548.9]]]}","{""type"":""LineString"",""coordinates"":[[-0.122234,51.517876],[-0.122253,51.517891],[-0.122306,51.517869],[-0.122377,51.517842],[-0.122358,51.517826]]}",46042702,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.517861, -0.122306)",http://opendatacommunities.org/id/london-borough-council/camden
solo motorcycles,1,at any time,N/A,N/A,N/A,N/A,John Street,WC1N 2AT,CA-D,N/A,10,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530855,182020,-0.115274,51.521949,"MULTILINESTRING ((530855.62 182014.64,530857.55 182015.54,530853.43 182025.41,530851.57 182024.68))","LINESTRING (-0.115261 51.5219,-0.115232 51.521908,-0.115288 51.521997,-0.115315 51.521991)","{""type"":""MultiLineString"",""coordinates"":[[[530855.62,182014.64],[530857.55,182015.54],[530853.43,182025.41],[530851.57,182024.68]]]}","{""type"":""LineString"",""coordinates"":[[-0.115261,51.5219],[-0.115232,51.521908],[-0.115288,51.521997],[-0.115315,51.521991]]}",46042525,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.521949, -0.115274)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,1,"mon-fri 08:30-23:00, sat-sun 09:30-23:00",N/A,N/A,N/A,N/A,Clarence Way,NW1 8RJ,CA-F,CA-F,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528756,184409,-0.144632,51.543898,"MULTILINESTRING ((528753.26 184410.06,528753.26 184407.91,528758.68 184407.56,528758.86 184409.69))","LINESTRING (-0.144671 51.54391,-0.144672 51.543891,-0.144594 51.543886,-0.144591 51.543906)","{""type"":""MultiLineString"",""coordinates"":[[[528753.26,184410.06],[528753.26,184407.91],[528758.68,184407.56],[528758.86,184409.69]]]}","{""type"":""LineString"",""coordinates"":[[-0.144671,51.54391],[-0.144672,51.543891],[-0.144594,51.543886],[-0.144591,51.543906]]}",46047884,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.543898, -0.144632)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,1,mon-fri 10:00-12:00,N/A,N/A,N/A,N/A,Grove Terrace,NW5 1PH,CA-U,CA-U,8,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",528542,185923,-0.14717,51.557554,"MULTILINESTRING ((528544.19 185926.46,528545.6 185924.68,528538.67 185919.43,528537.69 185921.05))","LINESTRING (-0.147131 51.557585,-0.147111 51.557569,-0.147213 51.557524,-0.147226 51.557538)","{""type"":""MultiLineString"",""coordinates"":[[[528544.19,185926.46],[528545.6,185924.68],[528538.67,185919.43],[528537.69,185921.05]]]}","{""type"":""LineString"",""coordinates"":[[-0.147131,51.557585],[-0.147111,51.557569],[-0.147213,51.557524],[-0.147226,51.557538]]}",46044741,Defined By Custodian,04/08/2023 11:00:34 PM,"(51.557554, -0.14717)",http://opendatacommunities.org/id/london-borough-council/camden
bus cage,,at any time,N/A,N/A,N/A,N/A,West End Lane,NW6 1LJ,CA-P,N/A,18,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525461,185173,-0.19185,51.551506,"MULTILINESTRING ((525457.37 185180.8,525455.22 185179.22,525464.62 185165,525466.88 185166.25))","LINESTRING (-0.1919 51.551578,-0.191932 51.551565,-0.191801 51.551435,-0.191768 51.551445)","{""type"":""MultiLineString"",""coordinates"":[[[525457.37,185180.8],[525455.22,185179.22],[525464.62,185165],[525466.88,185166.25]]]}","{""type"":""LineString"",""coordinates"":[[-0.1919,51.551578],[-0.191932,51.551565],[-0.191801,51.551435],[-0.191768,51.551445]]}",46044335,Defined By Custodian,04/08/2023 11:00:34 PM,"(51.551506, -0.19185)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,1,mon-sat 08:30-18:30,N/A,N/A,N/A,N/A,Alvanley Gardens,NW6 1JD,CA-P,CA-P,4,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525855,185133,-0.186187,51.551064,"MULTILINESTRING ((525853.67 185135.76,525852.65 185134.55,525852.51 185134.39,525856.21 185131.37,525856.35 185131.24,525857.69 185132.86))","LINESTRING (-0.186203 51.551085,-0.186218 51.551075,-0.18622 51.551073,-0.186168 51.551045,-0.186166 51.551044,-0.186146 51.551058)","{""type"":""MultiLineString"",""coordinates"":[[[525853.67,185135.76],[525852.65,185134.55],[525852.51,185134.39],[525856.21,185131.37],[525856.35,185131.24],[525857.69,185132.86]]]}","{""type"":""LineString"",""coordinates"":[[-0.186203,51.551085],[-0.186218,51.551075],[-0.18622,51.551073],[-0.186168,51.551045],[-0.186166,51.551044],[-0.186146,51.551058]]}",46044566,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.551064, -0.186187)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),2,at any time,N/A,N/A,N/A,N/A,Cubitt Street,WC1X 0LS,CA-D,N/A,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530762,182693,-0.116354,51.528014,"MULTILINESTRING ((530761.43 182686.87,530763.45 182686.92,530762.98 182698.25,530761.07 182698.19))","LINESTRING (-0.116368 51.527963,-0.116339 51.527963,-0.116341 51.528065,-0.116369 51.528065)","{""type"":""MultiLineString"",""coordinates"":[[[530761.43,182686.87],[530763.45,182686.92],[530762.98,182698.25],[530761.07,182698.19]]]}","{""type"":""LineString"",""coordinates"":[[-0.116368,51.527963],[-0.116339,51.527963],[-0.116341,51.528065],[-0.116369,51.528065]]}",46043164,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.528014, -0.116354)",http://opendatacommunities.org/id/london-borough-council/camden
taxi rank,,at any time,N/A,N/A,N/A,N/A,Tottenham Court Road,WC1B 3ND,CA-C,N/A,21,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529802,181421,-0.130654,51.516808,"MULTILINESTRING ((529805.52 181411.03,529807.55 181412.07,529799.01 181430.94,529796.82 181429.82))","LINESTRING (-0.13061 51.516718,-0.13058 51.516726,-0.130697 51.516898,-0.130729 51.516888)","{""type"":""MultiLineString"",""coordinates"":[[[529805.52,181411.03],[529807.55,181412.07],[529799.01,181430.94],[529796.82,181429.82]]]}","{""type"":""LineString"",""coordinates"":[[-0.13061,51.516718],[-0.13058,51.516726],[-0.130697,51.516898],[-0.130729,51.516888]]}",46129139,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.516808, -0.130654)",http://opendatacommunities.org/id/london-borough-council/camden
permit holders only,1,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,Loveridge Mews,NW6 2DR,CA-Q,CA-Q,2,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",524735,184597,-0.202522,51.546493,"MULTILINESTRING ((524737.55 184598.55,524732.19 184595.73))","LINESTRING (-0.202483 51.546505,-0.202561 51.546481)","{""type"":""MultiLineString"",""coordinates"":[[[524737.55,184598.55],[524732.19,184595.73]]]}","{""type"":""LineString"",""coordinates"":[[-0.202483,51.546505],[-0.202561,51.546481]]}",46044328,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.546493, -0.202522)",http://opendatacommunities.org/id/london-borough-council/camden
disabled (blue badge),1,at any time,N/A,N/A,N/A,N/A,Alvanley Gardens,NW3 6HJ,CA-P,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",525717,185279,-0.188127,51.552407,"MULTILINESTRING ((525716.58 185282.54,525714.71 185281.83,525716.68 185276.25,525718.68 185277.01))","LINESTRING (-0.188127 51.552435,-0.188154 51.552429,-0.188128 51.552379,-0.188099 51.552385)","{""type"":""MultiLineString"",""coordinates"":[[[525716.58,185282.54],[525714.71,185281.83],[525716.68,185276.25],[525718.68,185277.01]]]}","{""type"":""LineString"",""coordinates"":[[-0.188127,51.552435],[-0.188154,51.552429],[-0.188128,51.552379],[-0.188099,51.552385]]}",46044361,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.552407, -0.188127)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,7,mon-fri 08:30-18:30,N/A,N/A,N/A,N/A,St Pancras Way,NW1 9NB,CA-G,CA-G,36,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",529098,184393,-0.139701,51.543678,"MULTILINESTRING ((529081.93 184400.51,529082.75 184402.3,529083.07 184402.11,529114.54 184385.02,529114.8 184384.91,529113.9 184383.39))","LINESTRING (-0.139938 51.543749,-0.139925 51.543765,-0.139921 51.543764,-0.139473 51.543603,-0.13947 51.543602,-0.139483 51.543588)","{""type"":""MultiLineString"",""coordinates"":[[[529081.93,184400.51],[529082.75,184402.3],[529083.07,184402.11],[529114.54,184385.02],[529114.8,184384.91],[529113.9,184383.39]]]}","{""type"":""LineString"",""coordinates"":[[-0.139938,51.543749],[-0.139925,51.543765],[-0.139921,51.543764],[-0.139473,51.543603],[-0.13947,51.543602],[-0.139483,51.543588]]}",46048574,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.543678, -0.139701)",http://opendatacommunities.org/id/london-borough-council/camden
resident permit holders only,,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Elizabeth Mews,NW3 4TJ,CA-B,CA-B,2,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",527530,184644,-0.162219,51.546286,"MULTILINESTRING ((527532.27 184641.25,527527.51 184645.8))","LINESTRING (-0.162185 51.546265,-0.162252 51.546307)","{""type"":""MultiLineString"",""coordinates"":[[[527532.27,184641.25],[527527.51,184645.8]]]}","{""type"":""LineString"",""coordinates"":[[-0.162185,51.546265],[-0.162252,51.546307]]}",46047011,Defined By Custodian,04/08/2023 11:00:32 PM,"(51.546286, -0.162219)",http://opendatacommunities.org/id/london-borough-council/camden
solo motorcycles,1,"mon-fri 09:00-18:30, sat 09:30-13:30",N/A,N/A,N/A,N/A,Eton Avenue,NW3 3HX,CA-B,N/A,3,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526754,184403,-0.173493,51.544299,"MULTILINESTRING ((526754.47 184404.98,526755.88 184403.75,526752.94 184401.01,526751.56 184402.33))","LINESTRING (-0.173481 51.544316,-0.173461 51.544305,-0.173505 51.544281,-0.173524 51.544293)","{""type"":""MultiLineString"",""coordinates"":[[[526754.47,184404.98],[526755.88,184403.75],[526752.94,184401.01],[526751.56,184402.33]]]}","{""type"":""LineString"",""coordinates"":[[-0.173481,51.544316],[-0.173461,51.544305],[-0.173505,51.544281],[-0.173524,51.544293]]}",46047439,Defined By Custodian,04/08/2023 11:00:33 PM,"(51.544299, -0.173493)",http://opendatacommunities.org/id/london-borough-council/camden
