STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,LOCATION,Country,INDICATOR,Indicator,SUBJECT,Subject,MEASURE,Measure,FREQUENCY,Frequency,TIME_PERIOD,Time,OBS_VALUE,Observation Value,OBS_STATUS,Observation Status,UNIT_MEASURE,Unit of Measures,UNIT_MULT,Multiplier,BASE_PER,Base reference period
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,16,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,20,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,37,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,22,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,16,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,39,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CAN,Canada,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,32,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,AUS,Australia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,22,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,35,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,36,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,18,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,27,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,40,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVN,Slovenia,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,14,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,20,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ROU,Romania,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,31,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,MLT,Malta,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,72,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LTU,Lithuania,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,39,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,34,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LVA,Latvia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,50,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EST,Estonia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,38,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CYP,Cyprus,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,19,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HRV,Croatia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,36,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,69,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,41,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BGR,Bulgaria,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,27,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,14,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,11,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,TUR,Türkiye,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,27,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,37,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,23,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,31,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,38,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,19,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,29,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,29,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,23,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,25,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,27,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,32,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,14,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,3,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,5,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,28,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,57,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,19,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,11,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,32,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,18,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,19,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,28,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,16,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,13,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,30,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2022,,44,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,18,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2022,,70,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,17,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,BEL,Belgium,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2022,,16,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,OECD,OECD - Total,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,23,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EU28,European Union (28 countries),WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,18,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,30,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,57,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,EU28,European Union (28 countries),WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,31,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GBR,United Kingdom,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,16,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,39,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ESP,Spain,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,21,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,42,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CHE,Switzerland,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,31,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SWE,Sweden,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,20,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,SVK,Slovak Republic,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,22,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,33,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,12,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,NZL,New Zealand,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,15,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,LUX,Luxembourg,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,27,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,80,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,18,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,8,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,9,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,JPN,Japan,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,31,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,ITA,Italy,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,32,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,33,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,IRL,Ireland,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,17,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,24,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,HUN,Hungary,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,21,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,GRC,Greece,WORKEXPOV,Working hours needed to exit poverty,SNGL2CHLD,"Single, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,29,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,12,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DEU,Germany,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPLNOCHLD,"Jobless couple, no child",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,25,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,KOR,Korea,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_67PC_AVEWAGE,Hours at 67% average wage,A,Annual,2004,,38,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,FIN,Finland,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,29,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,DNK,Denmark,WORKEXPOV,Working hours needed to exit poverty,SNGLNOCHLD,"Single, no child",HR_AVEWAGE,Hours at average wage,A,Annual,2004,,17,,A,,,,,,,
DATAFLOW,OECD:DF_DP_LIVE(1.0),OECD Data Archive,I,CZE,Czechia,WORKEXPOV,Working hours needed to exit poverty,UNEMP_COUPL2CHLD,"Jobless couple, 2 children",HR_MINWAGE,Hours at minimum wage,A,Annual,2004,,44,,A,,,,,,,
