Entity,Code,Year,Working hours per worker
Czechia,CZE,2010,1799.5005
Czechia,CZE,2011,1805.6233
Czechia,CZE,2012,1776.1244
Czechia,CZE,2013,1763.0048
Czechia,CZE,2014,1776.7375
Czechia,CZE,2015,1756.161
Czechia,CZE,2016,1778.5255
Czechia,CZE,2017,1784.3712
Czechia,CZE,2018,1786.6891
Czechia,CZE,2019,1787.5435
Denmark,DNK,1870,3434
Denmark,DNK,1880,3172
Denmark,DNK,1890,2933
Denmark,DNK,1900,2742
Denmark,DNK,1913,2731
Denmark,DNK,1929,2301
Denmark,DNK,1938,2203
Denmark,DNK,1950,2049.514
Denmark,DNK,1951,2035.0591
Denmark,DNK,1952,2020.7062
Denmark,DNK,1953,2006.4546
Denmark,DNK,1954,1992.3035
Denmark,DNK,1955,1978.2522
Denmark,DNK,1956,1964.2999
Denmark,DNK,1957,1950.4462
Denmark,DNK,1958,1936.6901
Denmark,DNK,1959,1923.031
Denmark,DNK,1960,1909.4683
Denmark,DNK,1961,1921.4111
Denmark,DNK,1962,1933.4288
Denmark,DNK,1963,1945.5216
Denmark,DNK,1964,1957.6901
Denmark,DNK,1965,1969.9347
Denmark,DNK,1966,1982.2559
Denmark,DNK,1967,1953.6619
Denmark,DNK,1968,1909.1918
Denmark,DNK,1969,1869.7018
Denmark,DNK,1970,1845.3499
Denmark,DNK,1971,1809.7368
Denmark,DNK,1972,1751.8479
Denmark,DNK,1973,1709.5088
Denmark,DNK,1974,1691.4918
Denmark,DNK,1975,1616.5078
Denmark,DNK,1976,1623.5383
Denmark,DNK,1977,1598.4269
Denmark,DNK,1978,1575.1555
Denmark,DNK,1979,1563.8428
Denmark,DNK,1980,1577.4359
Denmark,DNK,1981,1546.3959
Denmark,DNK,1982,1552.8433
Denmark,DNK,1983,1545.9578
Denmark,DNK,1984,1540.8369
Denmark,DNK,1985,1527.4664
Denmark,DNK,1986,1530.9512
Denmark,DNK,1987,1493.0265
Denmark,DNK,1988,1471.1697
Denmark,DNK,1989,1454.9504
Denmark,DNK,1990,1440.4998
Denmark,DNK,1991,1437.3113
Denmark,DNK,1992,1452.3666
Denmark,DNK,1993,1448.9192
Denmark,DNK,1994,1406.6619
Denmark,DNK,1995,1419.1434
Denmark,DNK,1996,1412.2639
Denmark,DNK,1997,1428.0895
Denmark,DNK,1998,1441.135
Denmark,DNK,1999,1456.4973
Denmark,DNK,2000,1465.9373
Denmark,DNK,2001,1468.6771
Denmark,DNK,2002,1462.5846
Denmark,DNK,2003,1457.829
Denmark,DNK,2004,1458.0756
Denmark,DNK,2005,1451.3639
Denmark,DNK,2006,1455.7018
Denmark,DNK,2007,1432.7698
Denmark,DNK,2008,1430.0546
Denmark,DNK,2009,1417.0284
Denmark,DNK,2010,1422.3064
Denmark,DNK,2011,1436.9801
Denmark,DNK,2012,1423.3478
Denmark,DNK,2013,1425.6351
Denmark,DNK,2014,1413.8082
Denmark,DNK,2015,1407.1481
Denmark,DNK,2016,1412.0458
Denmark,DNK,2017,1405.404
Denmark,DNK,2018,1381.9294
Denmark,DNK,2019,1380.6077
Dominican Republic,DOM,1990,2171.7024
Dominican Republic,DOM,1991,2169.4995
Dominican Republic,DOM,1992,2140.2593
Dominican Republic,DOM,1993,2233.4863
Dominican Republic,DOM,1994,2215.7012
Dominican Republic,DOM,1995,2234.448
Dominican Republic,DOM,1996,2206.3308
Dominican Republic,DOM,1997,2223.5127
Dominican Republic,DOM,1998,2283.072
Dominican Republic,DOM,1999,2303.456
Dominican Republic,DOM,2000,2206.567
Dominican Republic,DOM,2001,2187.6
Dominican Republic,DOM,2002,2137.6614
Dominican Republic,DOM,2003,2130.0408
Dominican Republic,DOM,2004,2151.756
Dominican Republic,DOM,2005,2153.188
Dominican Republic,DOM,2006,2123.3628
Dominican Republic,DOM,2007,2132.8594
Dominican Republic,DOM,2008,2131.6663
Dominican Republic,DOM,2009,2131.3306
Dominican Republic,DOM,2010,2114.7668
Dominican Republic,DOM,2011,2107.8098
Dominican Republic,DOM,2012,2114.4988
Dominican Republic,DOM,2013,2122.6282
Dominican Republic,DOM,2014,2181.511
Dominican Republic,DOM,2015,2156.5974
Dominican Republic,DOM,2016,2142.102
Dominican Republic,DOM,2017,2142.102
Dominican Republic,DOM,2018,2142.102
Dominican Republic,DOM,2019,2142.102
Ecuador,ECU,1995,1943
Ecuador,ECU,1996,1936.3103
Ecuador,ECU,1997,1929.6437
Ecuador,ECU,1998,1923
Ecuador,ECU,1999,1788.7039
Ecuador,ECU,2000,1800.2263
Ecuador,ECU,2001,1811.8231
Ecuador,ECU,2002,1823.4945
Ecuador,ECU,2003,1835.2412
Ecuador,ECU,2004,1782.7158
Ecuador,ECU,2005,1808.5057
Ecuador,ECU,2006,1772.748
Ecuador,ECU,2007,1729.0538
Ecuador,ECU,2008,1758.101
Ecuador,ECU,2009,1734.4746
Ecuador,ECU,2010,1719.4629
Ecuador,ECU,2011,1699.5295
Ecuador,ECU,2012,1664.7306
Ecuador,ECU,2013,1661.2454
Ecuador,ECU,2014,1649.2662
Ecuador,ECU,2015,1620.1982
Ecuador,ECU,2016,1572.3125
Ecuador,ECU,2017,1566.3596
Ecuador,ECU,2018,1568.1403
Ecuador,ECU,2019,1551.6428
Estonia,EST,1995,1983.2291
Estonia,EST,1996,1982.2822
Estonia,EST,1997,1980.5514
Estonia,EST,1998,1980.1615
Estonia,EST,1999,1977.345
Estonia,EST,2000,1977.8729
Estonia,EST,2001,1970.4961
Estonia,EST,2002,1972.69
Estonia,EST,2003,1978.3347
Estonia,EST,2004,1986.4607
Estonia,EST,2005,2008.3733
Estonia,EST,2006,2000.9904
Estonia,EST,2007,1998.4846
Estonia,EST,2008,1967.7698
Estonia,EST,2009,1832.1401
Estonia,EST,2010,1874.7017
Estonia,EST,2011,1918.863
Estonia,EST,2012,1885.6866
Estonia,EST,2013,1865.8429
Estonia,EST,2014,1859.4319
Estonia,EST,2015,1851.6166
Estonia,EST,2016,1855.1993
Estonia,EST,2017,1856.6827
Estonia,EST,2018,1810.3788
Estonia,EST,2019,1797.2145
Finland,FIN,1950,2024.55
Finland,FIN,1951,2025.1461
Finland,FIN,1952,2025.7424
Finland,FIN,1953,2026.339
Finland,FIN,1954,2026.9355
Finland,FIN,1955,2027.5325
Finland,FIN,1956,2028.1294
Finland,FIN,1957,2028.7266
Finland,FIN,1958,2029.324
Finland,FIN,1959,2029.9215
Finland,FIN,1960,2030.5192
Finland,FIN,1961,2029.4869
Finland,FIN,1962,2022.2609
Finland,FIN,1963,2019.164
Finland,FIN,1964,2043.939
Finland,FIN,1965,2043.939
Finland,FIN,1966,2020.1963
Finland,FIN,1967,2002.6473
Finland,FIN,1968,1987.163
Finland,FIN,1969,1968.5817
Finland,FIN,1970,1979.9369
Finland,FIN,1971,1944.3569
Finland,FIN,1972,1928.6589
Finland,FIN,1973,1912.9619
Finland,FIN,1974,1906.6829
Finland,FIN,1975,1899.143
Finland,FIN,1976,1896.1289
Finland,FIN,1977,1887.8369
Finland,FIN,1978,1893.2559
Finland,FIN,1979,1869.143
Finland,FIN,1980,1790.0089
Finland,FIN,1981,1783.7668
Finland,FIN,1982,1776.4014
Finland,FIN,1983,1766.1139
Finland,FIN,1984,1761.8673
Finland,FIN,1985,1755.8744
Finland,FIN,1986,1739.2924
Finland,FIN,1987,1746.2614
Finland,FIN,1988,1749.9081
Finland,FIN,1989,1750.0303
Finland,FIN,1990,1726.422
Finland,FIN,1991,1707.338
Finland,FIN,1992,1706.4473
Finland,FIN,1993,1705.8651
Finland,FIN,1994,1726.8401
Finland,FIN,1995,1732.4525
Finland,FIN,1996,1730.9768
Finland,FIN,1997,1726.7855
Finland,FIN,1998,1716.5051
Finland,FIN,1999,1716.1497
Finland,FIN,2000,1704.7135
Finland,FIN,2001,1689.9165
Finland,FIN,2002,1682.4988
Finland,FIN,2003,1676.4135
Finland,FIN,2004,1677.6915
Finland,FIN,2005,1667.0387
Finland,FIN,2006,1661.7432
Finland,FIN,2007,1658.0253
Finland,FIN,2008,1653.7998
Finland,FIN,2009,1632.5205
Finland,FIN,2010,1637.9124
Finland,FIN,2011,1630.3019
Finland,FIN,2012,1619.7332
Finland,FIN,2013,1612.1733
Finland,FIN,2014,1609.5339
Finland,FIN,2015,1607.14
Finland,FIN,2016,1606.3032
Finland,FIN,2017,1600.3201
Finland,FIN,2018,1597.7305
Finland,FIN,2019,1590.6946
France,FRA,1870,3168
France,FRA,1880,3165
France,FRA,1890,3119
France,FRA,1900,3115
France,FRA,1913,2933
France,FRA,1929,2198
France,FRA,1938,1760
France,FRA,1950,2350.9597
France,FRA,1951,2360.5159
France,FRA,1952,2338.8276
France,FRA,1953,2313.3123
France,FRA,1954,2316.4275
France,FRA,1955,2292.0476
France,FRA,1956,2236.0613
France,FRA,1957,2199.6052
France,FRA,1958,2179.3933
France,FRA,1959,2179.2483
France,FRA,1960,2188.477
France,FRA,1961,2165.1897
France,FRA,1962,2177.7688
France,FRA,1963,2159.3423
France,FRA,1964,2166.1526
France,FRA,1965,2153.1584
France,FRA,1966,2144.572
France,FRA,1967,2110.4717
France,FRA,1968,2086.6023
France,FRA,1969,2011.9497
France,FRA,1970,1992.5079
France,FRA,1971,1989.7317
France,FRA,1972,1936.6277
France,FRA,1973,1920.427
France,FRA,1974,1888.4678
France,FRA,1975,1862.6046
France,FRA,1976,1888.8861
France,FRA,1977,1850.3282
France,FRA,1978,1819.0271
France,FRA,1979,1815.5414
France,FRA,1980,1806.1338
France,FRA,1981,1785.5872
France,FRA,1982,1714.3784
France,FRA,1983,1696.3026
France,FRA,1984,1689.6501
France,FRA,1985,1654.322
France,FRA,1986,1648.3517
France,FRA,1987,1659.3856
France,FRA,1988,1667.4076
France,FRA,1989,1651.2667
France,FRA,1990,1644.8507
France,FRA,1991,1637.7817
France,FRA,1992,1635.1525
France,FRA,1993,1626.6859
France,FRA,1994,1623.2335
France,FRA,1995,1601.2115
France,FRA,1996,1597.2815
France,FRA,1997,1595.6454
France,FRA,1998,1585.2897
France,FRA,1999,1578.3046
France,FRA,2000,1558.3387
France,FRA,2001,1537.9565
France,FRA,2002,1503.8867
France,FRA,2003,1507.2567
France,FRA,2004,1530.856
France,FRA,2005,1532.0759
France,FRA,2006,1515.0112
France,FRA,2007,1536.8156
France,FRA,2008,1542.7961
France,FRA,2009,1531.4512
France,FRA,2010,1539.8031
France,FRA,2011,1546.3312
France,FRA,2012,1540.8806
France,FRA,2013,1526.242
France,FRA,2014,1518.1111
France,FRA,2015,1519.4844
France,FRA,2016,1522.0693
France,FRA,2017,1505.3679
France,FRA,2018,1495.4579
France,FRA,2019,1504.9124
Germany,DEU,1870,3284
Germany,DEU,1880,3223
Germany,DEU,1890,3108
Germany,DEU,1900,3056
Germany,DEU,1913,2723
Germany,DEU,1929,2128
Germany,DEU,1938,2187
Germany,DEU,1950,2428.2795
Germany,DEU,1951,2402.437
Germany,DEU,1952,2376.8696
Germany,DEU,1953,2351.5745
Germany,DEU,1954,2326.5483
Germany,DEU,1955,2301.7886
Germany,DEU,1956,2277.2922
Germany,DEU,1957,2253.0566
Germany,DEU,1958,2229.079
Germany,DEU,1959,2205.3567
Germany,DEU,1960,2181.8867
Germany,DEU,1961,2155.2598
Germany,DEU,1962,2118.1436
Germany,DEU,1963,2087.684
Germany,DEU,1964,2099.1821
Germany,DEU,1965,2084.961
Germany,DEU,1966,2058.6367
Germany,DEU,1967,2020.9154
Germany,DEU,1968,2008.4089
Germany,DEU,1969,1988.6405
Germany,DEU,1970,1973.209
Germany,DEU,1971,1941.2367
Germany,DEU,1972,1916.1227
Germany,DEU,1973,1885.5624
Germany,DEU,1974,1852.2788
Germany,DEU,1975,1812.5404
Germany,DEU,1976,1824.946
Germany,DEU,1977,1806.8872
Germany,DEU,1978,1787.8251
Germany,DEU,1979,1775.7859
Germany,DEU,1980,1756.7238
Germany,DEU,1981,1734.6519
Germany,DEU,1982,1723.6158
Germany,DEU,1983,1710.5734
Germany,DEU,1984,1699.5375
Germany,DEU,1985,1676.4623
Germany,DEU,1986,1657.4001
Germany,DEU,1987,1634.325
Germany,DEU,1988,1629.3086
Germany,DEU,1989,1606.2334
Germany,DEU,1990,1583.1582
Germany,DEU,1991,1554.0635
Germany,DEU,1992,1565.0939
Germany,DEU,1993,1540.1843
Germany,DEU,1994,1536.577
Germany,DEU,1995,1530.5715
Germany,DEU,1996,1516.7512
Germany,DEU,1997,1507.6761
Germany,DEU,1998,1504.5591
Germany,DEU,1999,1491.5133
Germany,DEU,2000,1465.9377
Germany,DEU,2001,1458.165
Germany,DEU,2002,1448.9235
Germany,DEU,2003,1443.408
Germany,DEU,2004,1442.5842
Germany,DEU,2005,1432.4235
Germany,DEU,2006,1453.1885
Germany,DEU,2007,1454.0872
Germany,DEU,2008,1447.3285
Germany,DEU,2009,1405.0559
Germany,DEU,2010,1425.7455
Germany,DEU,2011,1426.8967
Germany,DEU,2012,1407.982
Germany,DEU,2013,1396.4581
Germany,DEU,2014,1400.412
Germany,DEU,2015,1400.7931
Germany,DEU,2016,1394.7543
Germany,DEU,2017,1391.3397
Germany,DEU,2018,1389.9318
Germany,DEU,2019,1386.1968
Greece,GRC,1951,2312.5513
Greece,GRC,1952,2302.988
Greece,GRC,1953,2293.4646
Greece,GRC,1954,2283.9802
Greece,GRC,1955,2274.5352
Greece,GRC,1956,2265.1292
Greece,GRC,1957,2255.762
Greece,GRC,1958,2246.4338
Greece,GRC,1959,2237.144
Greece,GRC,1960,2227.8926
Greece,GRC,1961,2217.9907
Greece,GRC,1962,2208.1328
Greece,GRC,1963,2198.3188
Greece,GRC,1964,2188.5483
Greece,GRC,1965,2178.8215
Greece,GRC,1966,2169.1377
Greece,GRC,1967,2159.4968
Greece,GRC,1968,2149.8992
Greece,GRC,1969,2140.3438
Greece,GRC,1970,2098.6428
Greece,GRC,1971,2099.6047
Greece,GRC,1972,2101.0935
Greece,GRC,1973,2102.546
Greece,GRC,1974,2103.9597
Greece,GRC,1975,2105.3333
Greece,GRC,1976,2106.6653
Greece,GRC,1977,2107.9543
Greece,GRC,1978,2109.6099
Greece,GRC,1979,2111.0493
Greece,GRC,1980,2111.6992
Greece,GRC,1981,2111.784
Greece,GRC,1982,2111.3945
Greece,GRC,1983,2108.8662
Greece,GRC,1984,2108.4956
Greece,GRC,1985,2107.4692
Greece,GRC,1986,2107.8125
Greece,GRC,1987,2110.0713
Greece,GRC,1988,2107.255
Greece,GRC,1989,2109.304
Greece,GRC,1990,2111.6228
Greece,GRC,1991,2112.8909
Greece,GRC,1992,2112.869
Greece,GRC,1993,2112.1438
Greece,GRC,1994,2110.1987
Greece,GRC,1995,2110.7063
Greece,GRC,1996,2109.4004
Greece,GRC,1997,2107.9448
Greece,GRC,1998,2108.4343
Greece,GRC,1999,2104.8523
Greece,GRC,2000,2107.6384
Greece,GRC,2001,2101.1304
Greece,GRC,2002,2093.215
Greece,GRC,2003,2091.4788
Greece,GRC,2004,2082.5518
Greece,GRC,2005,2136.239
Greece,GRC,2006,2125.3364
Greece,GRC,2007,2110.9885
Greece,GRC,2008,2106.26
Greece,GRC,2009,2081.2117
Greece,GRC,2010,2019.5708
Greece,GRC,2011,2037.7003
Greece,GRC,2012,2055.374
Greece,GRC,2013,2059.22
Greece,GRC,2014,2020.8816
Greece,GRC,2015,2031.1404
Greece,GRC,2016,2030.0905
Greece,GRC,2017,2045.2413
Greece,GRC,2018,2044.431
Greece,GRC,2019,2036.4635
Hong Kong,HKG,1960,2723.5908
Hong Kong,HKG,1961,2703.403
Hong Kong,HKG,1962,2683.365
Hong Kong,HKG,1963,2663.4753
Hong Kong,HKG,1964,2643.733
Hong Kong,HKG,1965,2624.1372
Hong Kong,HKG,1966,2604.6865
Hong Kong,HKG,1967,2585.38
Hong Kong,HKG,1968,2566.2166
Hong Kong,HKG,1969,2547.1953
Hong Kong,HKG,1970,2528.315
Hong Kong,HKG,1971,2527.0505
Hong Kong,HKG,1972,2525.4067
Hong Kong,HKG,1973,2523.8271
Hong Kong,HKG,1974,2522.549
Hong Kong,HKG,1975,2521.6772
Hong Kong,HKG,1976,2518.0522
Hong Kong,HKG,1977,2507.4993
Hong Kong,HKG,1978,2497.362
Hong Kong,HKG,1979,2488.411
Hong Kong,HKG,1980,2477.289
Hong Kong,HKG,1981,2466.1562
Hong Kong,HKG,1982,2441.66
Hong Kong,HKG,1983,2410.825
Hong Kong,HKG,1984,2381.8462
Hong Kong,HKG,1985,2356.0828
Hong Kong,HKG,1986,2360.2485
Hong Kong,HKG,1987,2324.3064
Hong Kong,HKG,1988,2372.4387
Hong Kong,HKG,1989,2314.0312
Hong Kong,HKG,1990,2278.5217
Hong Kong,HKG,1991,2309.9045
Hong Kong,HKG,1992,2224.1714
Hong Kong,HKG,1993,2287.9592
Hong Kong,HKG,1994,2291.9285
Hong Kong,HKG,1995,2254.8499
Hong Kong,HKG,1996,2304.2678
Hong Kong,HKG,1997,2257.8132
Hong Kong,HKG,1998,2259.1526
Hong Kong,HKG,1999,2301.9258
Hong Kong,HKG,2000,2330.667
Hong Kong,HKG,2001,2326.358
Hong Kong,HKG,2002,2343.431
Hong Kong,HKG,2003,2330.8987
Hong Kong,HKG,2004,2354.375
Hong Kong,HKG,2005,2346.386
Hong Kong,HKG,2006,2315.4949
Hong Kong,HKG,2007,2327.78
Hong Kong,HKG,2008,2277.0227
Hong Kong,HKG,2009,2251.9988
Hong Kong,HKG,2010,2302.08
Hong Kong,HKG,2011,2256.8945
Hong Kong,HKG,2012,2233.4592
Hong Kong,HKG,2013,2225.5356
Hong Kong,HKG,2014,2175.4304
Hong Kong,HKG,2015,2185.5137
Hong Kong,HKG,2016,2176.568
Hong Kong,HKG,2017,2147.5745
Hong Kong,HKG,2018,2147.5745
Hong Kong,HKG,2019,2147.5745
Hungary,HUN,1980,2130.5764
Hungary,HUN,1981,2129.6052
Hungary,HUN,1982,2039.2937
Hungary,HUN,1983,2019.8718
Hungary,HUN,1984,1949.9531
Hungary,HUN,1985,1923.7336
Hungary,HUN,1986,1914.9939
Hungary,HUN,1987,1957.7219
Hungary,HUN,1988,1951.8954
Hungary,HUN,1989,1927.618
Hungary,HUN,1990,1888.7743
Hungary,HUN,1991,1857.6993
Hungary,HUN,1992,1815.9424
Hungary,HUN,1993,1815.9424
Hungary,HUN,1994,1943.1555
Hungary,HUN,1995,1948.011
Hungary,HUN,1996,1945.9785
Hungary,HUN,1997,1954.3046
Hungary,HUN,1998,1945.0614
Hungary,HUN,1999,1952.4032
Hungary,HUN,2000,1932.4021
Hungary,HUN,2001,1897.765
Hungary,HUN,2002,1883.6323
Hungary,HUN,2003,1856.2875
Hungary,HUN,2004,1858.6111
Hungary,HUN,2005,1834.0532
Hungary,HUN,2006,1813.8796
Hungary,HUN,2007,1787.781
Hungary,HUN,2008,1791.238
Hungary,HUN,2009,1758.2225
Hungary,HUN,2010,1766.3568
Hungary,HUN,2011,1753.6707
Hungary,HUN,2012,1738.2518
Hungary,HUN,2013,1733.6252
Hungary,HUN,2014,1748.5514
Hungary,HUN,2015,1745.948
Hungary,HUN,2016,1760.155
Hungary,HUN,2017,1747.3541
Hungary,HUN,2018,1728.8778
Hungary,HUN,2019,1725.2279
Iceland,ISL,1964,2115.84
Iceland,ISL,1965,2092.803
Iceland,ISL,1966,2080.6277
Iceland,ISL,1967,2045.2112
Iceland,ISL,1968,1998.6008
Iceland,ISL,1969,1970.4004
Iceland,ISL,1970,1953.1528
Iceland,ISL,1971,1915.1821
Iceland,ISL,1972,1882.5275
Iceland,ISL,1973,1865.3461
Iceland,ISL,1974,1840.9304
Iceland,ISL,1975,1816.4849
Iceland,ISL,1976,1789.3252
Iceland,ISL,1977,1747.7571
Iceland,ISL,1978,1709.6963
Iceland,ISL,1979,1696.981
Iceland,ISL,1980,1687.0228
Iceland,ISL,1981,1680.6754
Iceland,ISL,1982,1683.3799
Iceland,ISL,1983,1683.3934
Iceland,ISL,1984,1681.5781
Iceland,ISL,1985,1680.6815
Iceland,ISL,1986,1673.4517
Iceland,ISL,1987,1671.6102
Iceland,ISL,1988,1678.8577
Iceland,ISL,1989,1674.3617
Iceland,ISL,1990,1664.4016
Iceland,ISL,1991,1667.9596
Iceland,ISL,1992,1667.9596
Iceland,ISL,1993,1682.919
Iceland,ISL,1994,1654.6625
Iceland,ISL,1995,1641.3654
Iceland,ISL,1996,1658.8179
Iceland,ISL,1997,1683.75
Iceland,ISL,1998,1664.6354
Iceland,ISL,1999,1644.6896
Iceland,ISL,2000,1695.385
Iceland,ISL,2001,1706.1888
Iceland,ISL,2002,1672.115
Iceland,ISL,2003,1638.8722
Iceland,ISL,2004,1645.5208
Iceland,ISL,2005,1637.21
Iceland,ISL,2006,1627.2372
Iceland,ISL,2007,1605.6293
Iceland,ISL,2008,1607.2914
Iceland,ISL,2009,1512.2565
Iceland,ISL,2010,1503.0515
Iceland,ISL,2011,1511.8303
Iceland,ISL,2012,1497.8882
Iceland,ISL,2013,1499.7734
Iceland,ISL,2014,1488.4912
Iceland,ISL,2015,1486.4058
Iceland,ISL,2016,1473.9927
Iceland,ISL,2017,1464.4535
Iceland,ISL,2018,1449.3953
Iceland,ISL,2019,1454.4949
India,IND,1970,2077.3308
India,IND,1971,2077.0852
India,IND,1972,2076.5603
India,IND,1973,2074.829
India,IND,1974,2072.3657
India,IND,1975,2069.9565
India,IND,1976,2067.16
India,IND,1977,2065.3796
India,IND,1978,2064.4177
India,IND,1979,2064.2246
India,IND,1980,2064.0278
India,IND,1981,2063.623
India,IND,1982,2064.153
India,IND,1983,2065.1204
India,IND,1984,2066.7083
India,IND,1985,2068.6077
India,IND,1986,2070.578
India,IND,1987,2072.2705
India,IND,1988,2075.0774
India,IND,1989,2078.132
India,IND,1990,2078.4795
India,IND,1991,2079.3042
India,IND,1992,2076.9104
India,IND,1993,2075.8694
India,IND,1994,2075.6873
India,IND,1995,2077.0972
India,IND,1996,2079.8303
India,IND,1997,2079.3826
India,IND,1998,2080.7412
India,IND,1999,2082.6938
India,IND,2000,2086.6284
India,IND,2001,2086.7727
India,IND,2002,2088.8936
India,IND,2003,2091.9958
India,IND,2004,2095.7783
India,IND,2005,2096.916
India,IND,2006,2097.0964
India,IND,2007,2098.1213
India,IND,2008,2099.633
India,IND,2009,2103.5361
India,IND,2010,2110.3926
India,IND,2011,2113.6245
India,IND,2012,2115.7139
India,IND,2013,2117.1133
India,IND,2014,2118.5447
India,IND,2015,2118.8215
India,IND,2016,2121.2432
India,IND,2017,2122.9407
India,IND,2018,2122.9407
India,IND,2019,2122.9407
Indonesia,IDN,1970,1893.4952
Indonesia,IDN,1971,1892.7327
Indonesia,IDN,1972,1918.5746
Indonesia,IDN,1973,1925.8982
Indonesia,IDN,1974,1920.833
Indonesia,IDN,1975,1900.5018
Indonesia,IDN,1976,1862.275
Indonesia,IDN,1977,1877.682
Indonesia,IDN,1978,1981.1886
Indonesia,IDN,1979,1992.0203
Indonesia,IDN,1980,2005.733
Indonesia,IDN,1981,2035.1864
Indonesia,IDN,1982,2013.3235
Indonesia,IDN,1983,2050.5957
Indonesia,IDN,1984,2056.1162
Indonesia,IDN,1985,2029.4622
Indonesia,IDN,1986,1887.7104
Indonesia,IDN,1987,1889.9427
Indonesia,IDN,1988,1886.1467
Indonesia,IDN,1989,1891.3356
Indonesia,IDN,1990,1909.3021
Indonesia,IDN,1991,1928.3624
Indonesia,IDN,1992,1895.6202
Indonesia,IDN,1993,1897.3348
Indonesia,IDN,1994,1929.5098
Indonesia,IDN,1995,1927.9639
Indonesia,IDN,1996,1917.2216
Indonesia,IDN,1997,1923.3959
Indonesia,IDN,1998,1956.473
Indonesia,IDN,1999,1971.893
Indonesia,IDN,2000,1979.1157
Indonesia,IDN,2001,2021.0006
Indonesia,IDN,2002,1993.8693
Indonesia,IDN,2003,2020.7998
Indonesia,IDN,2004,2046.9236
Indonesia,IDN,2005,2024.379
Indonesia,IDN,2006,2039.5248
Indonesia,IDN,2007,2078.1553
Indonesia,IDN,2008,2055.938
Indonesia,IDN,2009,2075.396
Indonesia,IDN,2010,2066.0007
Indonesia,IDN,2011,2034.8198
Indonesia,IDN,2012,2037.8956
Indonesia,IDN,2013,2034.9995
Indonesia,IDN,2014,2017.9722
Indonesia,IDN,2015,2024.287
Indonesia,IDN,2016,2014.539
Indonesia,IDN,2017,2019.9233
Indonesia,IDN,2018,2019.9233
Indonesia,IDN,2019,2019.9233
Ireland,IRL,1870,3108
Ireland,IRL,1880,3017
Ireland,IRL,1890,2869
Ireland,IRL,1900,2795
Ireland,IRL,1913,2690
Ireland,IRL,1929,2182
Ireland,IRL,1938,2171
Ireland,IRL,1950,2419.4111
Ireland,IRL,1951,2407.575
Ireland,IRL,1952,2395.7969
Ireland,IRL,1953,2384.0762
Ireland,IRL,1954,2372.413
Ireland,IRL,1955,2360.807
Ireland,IRL,1956,2349.2573
Ireland,IRL,1957,2337.7644
Ireland,IRL,1958,2326.328
Ireland,IRL,1959,2314.947
Ireland,IRL,1960,2303.622
Ireland,IRL,1961,2306.6157
Ireland,IRL,1962,2309.6133
Ireland,IRL,1963,2312.615
Ireland,IRL,1964,2315.6204
Ireland,IRL,1965,2318.6296
Ireland,IRL,1966,2321.6428
Ireland,IRL,1967,2324.6602
Ireland,IRL,1968,2327.6812
Ireland,IRL,1969,2330.7063
Ireland,IRL,1970,2333.735
Ireland,IRL,1971,2316.7312
Ireland,IRL,1972,2296.588
Ireland,IRL,1973,2284.031
Ireland,IRL,1974,2247.6687
Ireland,IRL,1975,2237.7278
Ireland,IRL,1976,2232.2344
Ireland,IRL,1977,2202.6733
Ireland,IRL,1978,2183.0535
Ireland,IRL,1979,2161.3406
Ireland,IRL,1980,2122.1006
Ireland,IRL,1981,2090.7085
Ireland,IRL,1982,2083.3838
Ireland,IRL,1983,2073.1814
Ireland,IRL,1984,2055.1309
Ireland,IRL,1985,2062.194
Ireland,IRL,1986,2096.7253
Ireland,IRL,1987,2076.059
Ireland,IRL,1988,2084.4302
Ireland,IRL,1989,2091.755
Ireland,IRL,1990,2080.2446
Ireland,IRL,1991,2045.1902
Ireland,IRL,1992,1996.7941
Ireland,IRL,1993,1970.111
Ireland,IRL,1994,1970.3726
Ireland,IRL,1995,1962.0013
Ireland,IRL,1996,1953.5992
Ireland,IRL,1997,1954.1941
Ireland,IRL,1998,1953.1941
Ireland,IRL,1999,1941.8829
Ireland,IRL,2000,1932.7238
Ireland,IRL,2001,1923.5294
Ireland,IRL,2002,1904.2762
Ireland,IRL,2003,1886.7864
Ireland,IRL,2004,1875.256
Ireland,IRL,2005,1883.1937
Ireland,IRL,2006,1878.813
Ireland,IRL,2007,1864.9323
Ireland,IRL,2008,1843.8962
Ireland,IRL,2009,1811.803
Ireland,IRL,2010,1720.9739
Ireland,IRL,2011,1736.5315
Ireland,IRL,2012,1737.8612
Ireland,IRL,2013,1743.4727
Ireland,IRL,2014,1757.0306
Ireland,IRL,2015,1770.5844
Ireland,IRL,2016,1762.9232
Ireland,IRL,2017,1774.7498
Ireland,IRL,2018,1785.4022
Ireland,IRL,2019,1771.9779
Israel,ISR,1981,1966.0331
Israel,ISR,1982,1941.761
Israel,ISR,1983,1928.6136
Israel,ISR,1984,1931.6477
Israel,ISR,1985,1931.6477
Israel,ISR,1986,1926.5911
Israel,ISR,1987,1920.5231
Israel,ISR,1988,1878.047
Israel,ISR,1989,1909.3983
Israel,ISR,1990,1904.3417
Israel,ISR,1991,1897.2623
Israel,ISR,1992,1950.863
Israel,ISR,1993,1952.8857
Israel,ISR,1994,1993.339
Israel,ISR,1995,2017.6111
Israel,ISR,1996,2035.5391
Israel,ISR,1997,2040.4977
Israel,ISR,1998,2015.4592
Israel,ISR,1999,2023.3385
